	ID	POEM_NUMBER	POEM	STANZA	LINE_ORDER	LINE_IN_SOURCE	LINE	ALIGNMENT	RHYME	RHYME_WORD	RHYMEIDS	VOWEL
5064	5313	237	綿	237.9	1	虞芮質厥a成	虞 + 芮 + 質 + 厥 + 成	虞 + 芮 + 質 + 厥 + 成	237.9.a	成	0 0 0 0 1258	e
5065	5314	237	綿	237.9	2	文王蹶厥a生	文 + 王 + 蹶 + 厥 + 生	文 + 王 + 蹶 + 厥 + 生	237.9.a	生	0 0 0 0 1258	e
5072	5321	238	棫樸	238.1	3	濟濟辟王	濟 + 濟 + 辟 + 王	濟 + 濟 + 辟 + 王		王	0 0 0 0	a
5074	5323	238	棫樸	238.2	1	濟濟辟a王	濟 + 濟 + 辟 + 王	濟 + 濟 + 辟 + 王	238.2.a	王	0 0 0 1261	a
5075	5324	238	棫樸	238.2	2	左右奉a璋	左 + 右 + 奉 + 璋	左 + 右 + 奉 + 璋	238.2.a	璋	0 0 0 1261	a
5085	5334	238	棫樸	238.4	4	遐不作a人	遐 + 不 + 作 + 人	遐 + 不 + 作 + 人	238.4.a	人	0 0 0 1264	i
5086	5335	238	棫樸	238.5	1	追琢其a章	追 + 琢 + 其 + 章	追 + 琢 + 其 + 章	238.5.a	章	0 0 0 1265	a
5087	5336	238	棫樸	238.5	2	金玉其a相	金 + 玉 + 其 + 相	金 + 玉 + 其 + 相	238.5.a	相	0 0 0 1265	a
5088	5337	238	棫樸	238.5	3	勉勉我a王	勉 + 勉 + 我 + 王	勉 + 勉 + 我 + 王	238.5.a	王	0 0 0 1265	a
5089	5338	238	棫樸	238.5	4	綱紀四a方	綱 + 紀 + 四 + 方	綱 + 紀 + 四 + 方	238.5.a	方	0 0 0 1265	a
5095	5344	239	早麓	239.2	2	黃流在a中	黃 + 流 + 在 + 中	黃 + 流 + 在 + 中	239.2.a	中	0 0 0 1267	u
5097	5346	239	早麓	239.2	4	福祿攸a降	福 + 祿 + 攸 + 降	福 + 祿 + 攸 + 降	239.2.a	降	0 0 0 1267	u
5099	5348	239	早麓	239.3	2	魚躍于a淵	魚 + 躍 + 于 + 淵	魚 + 躍 + 于 + 淵	239.3.a	淵	0 0 0 1268	i
5101	5350	239	早麓	239.3	4	遐不作a人	遐 + 不 + 作 + 人	遐 + 不 + 作 + 人	239.3.a	人	0 0 0 1268	i
5116	5365	240	思齊	240.1	3	思媚周姜	思 + 媚 + 周 + 姜	思 + 媚 + 周 + 姜		姜	0 0 0 0	a
5120	5369	240	思齊	240.2	1	惠于宗a公	惠 + 于 + 宗 + 公	惠 + 于 + 宗 + 公	240.2.a	公	0 0 0 1274	o
5125	5374	240	思齊	240.2	6	以御于家a邦	以 + 御 + 于 + 家 + 邦	以 + 御 + 于 + 家 + 邦	240.2.a	邦	0 0 0 0 1274	o
5126	5375	240	思齊	240.3	1	雝雝在a宮	雝 + 雝 + 在 + 宮	雝 + 雝 + 在 + 宮	240.3.a	宮	0 0 0 1276	u
5140	5389	241	皇矣	241.1	3	監觀四方	監 + 觀 + 四 + 方	監 + 觀 + 四 + 方		方	0 0 0 0	a
5150	5399	241	皇矣	241.2	1	作之a屏之	作 + 之 + 屏 + 之	作 + 之 + 屏 + 之	241.2.a	屏	0 0 1281 0	e
5152	5401	241	皇矣	241.2	3	脩之a平之	脩 + 之 + 平 + 之	脩 + 之 + 平 + 之	241.2.a	平	0 0 1281 0	e
5169	5418	241	皇矣	241.3	8	則友其c兄	則 + 友 + 其 + 兄	則 + 友 + 其 + 兄	241.3.c	兄	0 0 0 1287	a
5170	5419	241	皇矣	241.3	9	則篤其c慶	則 + 篤 + 其 + 慶	則 + 篤 + 其 + 慶	241.3.c	慶	0 0 0 1287	a
5171	5420	241	皇矣	241.3	10	載錫之c光	載 + 錫 + 之 + 光	載 + 錫 + 之 + 光	241.3.c	光	0 0 0 1287	a
5172	5421	241	皇矣	241.3	11	受祿無c喪	受 + 祿 + 無 + 喪	受 + 祿 + 無 + 喪	241.3.c	喪	0 0 0 1287	a
5173	5422	241	皇矣	241.3	12	奄有四c方	奄 + 有 + 四 + 方	奄 + 有 + 四 + 方	241.3.c	方	0 0 0 1287	a
5177	5426	241	皇矣	241.4	4	其德克明	其 + 德 + 克 + 明	其 + 德 + 克 + 明		明	0 0 0 0	a
5180	5429	241	皇矣	241.4	7	王此大邦	王 + 此 + 大 + 邦	王 + 此 + 大 + 邦		邦	0 0 0 0	o
5182	5431	241	皇矣	241.4	9	比于文王	比 + 于 + 文 + 王	比 + 于 + 文 + 王		王	0 0 0 0	a
5186	5435	241	皇矣	241.5	1	帝謂文王	帝 + 謂 + 文 + 王	帝 + 謂 + 文 + 王		王	0 0 0 0	a
5190	5439	241	皇矣	241.5	5	密人不b恭	密 + 人 + 不 + 恭	密 + 人 + 不 + 恭	241.5.b	恭	0 0 0 1291	o
5191	5440	241	皇矣	241.5	6	敢距大b邦	敢 + 距 + 大 + 邦	敢 + 距 + 大 + 邦	241.5.b	邦	0 0 0 1291	o
5198	5447	241	皇矣	241.6	1	依其在a京	依 + 其 + 在 + 京	依 + 其 + 在 + 京	241.6.a	京	0 0 0 1293	a
5199	5448	241	皇矣	241.6	2	侵自阮a疆	侵 + 自 + 阮 + 疆	侵 + 自 + 阮 + 疆	241.6.a	疆	0 0 0 1293	a
5201	5450	241	皇矣	241.6	4	無矢我陵	無 + 矢 + 我 + 陵	無 + 矢 + 我 + 陵		陵	0 0 0 0	ə
5206	5455	241	皇矣	241.6	9	居歧之a陽	居 + 歧 + 之 + 陽	居 + 歧 + 之 + 陽	241.6.a	陽	0 0 0 1293	a
5207	5456	241	皇矣	241.6	10	在渭之a將	在 + 渭 + 之 + 將	在 + 渭 + 之 + 將	241.6.a	將	0 0 0 1293	a
5208	5457	241	皇矣	241.6	11	萬邦之a方	萬 + 邦 + 之 + 方	萬 + 邦 + 之 + 方	241.6.a	方	0 0 0 1293	a
5209	5458	241	皇矣	241.6	12	下民之a王	下 + 民 + 之 + 王	下 + 民 + 之 + 王	241.6.a	王	0 0 0 1293	a
5210	5459	241	皇矣	241.7	1	帝謂文王	帝 + 謂 + 文 + 王	帝 + 謂 + 文 + 王		王	0 0 0 0	a
5216	5465	241	皇矣	241.7	7	帝謂文b王	帝 + 謂 + 文 + 王	帝 + 謂 + 文 + 王	241.7.b	王	0 0 0 1297	a
5217	5466	241	皇矣	241.7	8	詢爾仇b方	詢 + 爾 + 仇 + 方	詢 + 爾 + 仇 + 方	241.7.b	方	0 0 0 1297	a
5220	5469	241	皇矣	241.7	11	與爾臨c衝	與 + 爾 + 臨 + 衝	與 + 爾 + 臨 + 衝	241.7.c	衝	0 0 0 1298	o
5235	5490	242	靈臺	242.1	2	經之a營之	經 + 之 + 營 + 之	經 + 之 + 營 + 之	242.1.a	營	0 0 1302 0	e
5236	5491	242	靈臺	242.1	3	庶民攻之	庶 + 民 + 攻 + 之	庶 + 民 + 攻 + 之		攻	0 0 0 0	o
5237	5492	242	靈臺	242.1	4	不日a成之	不 + 日 + 成 + 之	不 + 日 + 成 + 之	242.1.a	成	0 0 1302 0	e
5248	5505	242	靈臺	242.4	3	於論鼓a鍾	於 + 論 + 鼓 + 鍾	於 + 論 + 鼓 + 鍾	242.4.a	鍾	0 0 0 1305	o
5250	5507	242	靈臺	242.5	1	於論鼓a鍾	於 + 論 + 鼓 + 鍾	於 + 論 + 鼓 + 鍾	242.5.a	鍾	0 0 0 1306	o
5252	5509	242	靈臺	242.5	3	鼉鼓逢a逢	鼉 + 鼓 + 逢 + 逢	鼉 + 鼓 + 逢 + 逢	242.5.a	逢	0 0 0 1306	o
5253	5510	242	靈臺	242.5	4	朦瞍奏a公	朦 + 瞍 + 奏 + 公	朦 + 瞍 + 奏 + 公	242.5.a	公	0 0 0 1306	o
5255	5512	243	下武	243.1	2	世有哲a王	世 + 有 + 哲 + 王	世 + 有 + 哲 + 王	243.1.a	王	0 0 0 1307	a
5257	5514	243	下武	243.1	4	王配于a京	王 + 配 + 于 + 京	王 + 配 + 于 + 京	243.1.a	京	0 0 0 1307	a
5258	5515	243	下武	243.2	1	王配于京	王 + 配 + 于 + 京	王 + 配 + 于 + 京		京	0 0 0 0	a
5260	5517	243	下武	243.2	3	永言配命	永 + 言 + 配 + 命	永 + 言 + 配 + 命		命	0 0 0 0	i
5266	5523	243	下武	243.4	1	媚茲一人	媚 + 茲 + 一 + 人	媚 + 茲 + 一 + 人		人	0 0 0 0	i
5272	5529	243	下武	243.5	3	於萬斯年	於 + 萬 + 斯 + 年	於 + 萬 + 斯 + 年		年	0 0 0 0	i
5276	5533	243	下武	243.6	3	於萬斯年	於 + 萬 + 斯 + 年	於 + 萬 + 斯 + 年		年	0 0 0 0	i
5278	5535	244	文王有聲	244.1	1	文王有a聲	文 + 王 + 有 + 聲	文 + 王 + 有 + 聲	244.1.a	聲	0 0 0 1313	e
5279	5536	244	文王有聲	244.1	2	遹駿有a聲	遹 + 駿 + 有 + 聲	遹 + 駿 + 有 + 聲	244.1.a	聲	0 0 0 1313	e
5280	5537	244	文王有聲	244.1	3	遹求厥a寧	遹 + 求 + 厥 + 寧	遹 + 求 + 厥 + 寧	244.1.a	寧	0 0 0 1313	e
5281	5538	244	文王有聲	244.1	4	遹觀厥a成	遹 + 觀 + 厥 + 成	遹 + 觀 + 厥 + 成	244.1.a	成	0 0 0 1313	e
5283	5540	244	文王有聲	244.2	1	文王受命	文 + 王 + 受 + 命	文 + 王 + 受 + 命		命	0 0 0 0	i
5284	5541	244	文王有聲	244.2	2	有此武a功	有 + 此 + 武 + 功	有 + 此 + 武 + 功	244.2.a	功	0 0 0 1314	o
5285	5542	244	文王有聲	244.2	3	既伐于a崇	既 + 伐 + 于 + 崇	既 + 伐 + 于 + 崇	244.2.a	崇	0 0 0 1314	u
5286	5543	244	文王有聲	244.2	4	作邑于a豐	作 + 邑 + 于 + 豐	作 + 邑 + 于 + 豐	244.2.a	豐	0 0 0 1314	o
5295	5552	244	文王有聲	244.4	3	四方攸同	四 + 方 + 攸 + 同	四 + 方 + 攸 + 同		同	0 0 0 0	o
5300	5557	244	文王有聲	244.5	3	四方攸同	四 + 方 + 攸 + 同	四 + 方 + 攸 + 同		同	0 0 0 0	o
5304	5561	244	文王有聲	244.6	2	自西自a東	自 + 西 + 自 + 東	自 + 西 + 自 + 東	244.6.a	東	0 0 0 1319	o
5308	5565	244	文王有聲	244.7	1	考卜維a王	考 + 卜 + 維 + 王	考 + 卜 + 維 + 王	244.7.a	王	0 0 0 1321	a
5309	5566	244	文王有聲	244.7	2	宅是鎬a京	宅 + 是 + 鎬 + 京	宅 + 是 + 鎬 + 京	244.7.a	京	0 0 0 1321	a
5310	5567	244	文王有聲	244.7	3	維龜b正之	維 + 龜 + 正 + 之	維 + 龜 + 正 + 之	244.7.b	正	0 0 1322 0	e
5311	5568	244	文王有聲	244.7	4	武王b成之	武 + 王 + 成 + 之	武 + 王 + 成 + 之	244.7.b	成	0 0 1322 0	e
5318	5575	245	生民	245.1	1	厥初生民	厥 + 初 + 生 + 民	厥 + 初 + 生 + 民		民	0 0 0 0	i
5332	5589	245	生民	245.2	5	以赫厥b靈	以 + 赫 + 厥 + 靈	以 + 赫 + 厥 + 靈	245.2.b	靈	0 0 0 1328	e
5333	5590	245	生民	245.2	6	上帝不b寧	上 + 帝 + 不 + 寧	上 + 帝 + 不 + 寧	245.2.b	寧	0 0 0 1328	e
5336	5593	245	生民	245.3	1	誕寘之隘巷	誕 + 寘 + 之 + 隘 + 巷	誕 + 寘 + 之 + 隘 + 巷		巷	0 0 0 0 0	o
5340	5597	245	生民	245.3	5	誕寘之寒b冰	誕 + 寘 + 之 + 寒 + 冰	誕 + 寘 + 之 + 寒 + 冰	245.3.b	冰	0 0 0 0 1331	ə
5364	5625	245	生民	245.6	1	誕降嘉種	誕 + 降 + 嘉 + 種	誕 + 降 + 嘉 + 種		種	0 0 0 0	o
5383	5646	245	生民	245.8	2	于豆于a登	于 + 豆 + 于 + 登	于 + 豆 + 于 + 登	245.8.a	登	0 0 0 1343	ə
5384	5647	245	生民	245.8	3	其香始a升	其 + 香 + 始 + 升	其 + 香 + 始 + 升	245.8.a	升	0 0 0 1343	ə
5406	5669	246	行葦	246.3	1	敦弓既a堅	敦 + 弓 + 既 + 堅	敦 + 弓 + 既 + 堅	246.3.a	堅	0 0 0 1347	i
5424	5687	247	既醉	247.1	3	君子萬年	君 + 子 + 萬 + 年	君 + 子 + 萬 + 年		年	0 0 0 0	i
5427	5690	247	既醉	247.2	2	爾殽既a將	爾 + 殽 + 既 + 將	爾 + 殽 + 既 + 將	247.2.a	將	0 0 0 1352	a
5428	5691	247	既醉	247.2	3	君子萬年	君 + 子 + 萬 + 年	君 + 子 + 萬 + 年		年	0 0 0 0	i
5429	5692	247	既醉	247.2	4	介爾昭a明	介 + 爾 + 昭 + 明	介 + 爾 + 昭 + 明	247.2.a	明	0 0 0 1352	a
5430	5693	247	既醉	247.3	1	昭明有a融	昭 + 明 + 有 + 融	昭 + 明 + 有 + 融	247.3.a	融	0 0 0 1353	u
5431	5694	247	既醉	247.3	2	高朗令a終	高 + 朗 + 令 + 終	高 + 朗 + 令 + 終	247.3.a	終	0 0 0 1353	u
5444	5707	247	既醉	247.6	3	君子萬年	君 + 子 + 萬 + 年	君 + 子 + 萬 + 年		年	0 0 0 0	i
5448	5711	247	既醉	247.7	3	君子萬年	君 + 子 + 萬 + 年	君 + 子 + 萬 + 年		年	0 0 0 0	i
5454	5718	248	鳧鷖	248.1	2	公尺來燕來a寧	公 + 尺 + 來 + 燕 + 來 + 寧	公 + 尺 + 來 + 燕 + 來 + 寧	248.1.a	寧	0 0 0 0 0 1361	e
5455	5719	248	鳧鷖	248.1	3	爾酒既a清	爾 + 酒 + 既 + 清	爾 + 酒 + 既 + 清	248.1.a	清	0 0 0 1361	e
5456	5720	248	鳧鷖	248.1	4	爾殽既a馨	爾 + 殽 + 既 + 馨	爾 + 殽 + 既 + 馨	248.1.a	馨	0 0 0 1361	e
5458	5722	248	鳧鷖	248.1	6	福祿來a成	福 + 祿 + 來 + 成	福 + 祿 + 來 + 成	248.1.a	成	0 0 0 1361	e
5472	5736	248	鳧鷖	248.4	2	公尺來燕來a宗	公 + 尺 + 來 + 燕 + 來 + 宗	公 + 尺 + 來 + 燕 + 來 + 宗	248.4.a	宗	0 0 0 0 0 1364	u
5473	5737	248	鳧鷖	248.4	3	既燕于a宗	既 + 燕 + 于 + 宗	既 + 燕 + 于 + 宗	248.4.a	宗	0 0 0 1364	u
5474	5738	248	鳧鷖	248.4	4	福祿攸a降	福 + 祿 + 攸 + 降	福 + 祿 + 攸 + 降	248.4.a	降	0 0 0 1364	u
5476	5740	248	鳧鷖	248.4	6	福祿來a崇	福 + 祿 + 來 + 崇	福 + 祿 + 來 + 崇	248.4.a	崇	0 0 0 1364	u
5485	5752	249	假樂	249.1	3	宜民宜b人	宜 + 民 + 宜 + 人	宜 + 民 + 宜 + 人	249.1.b	人	0 0 0 1367	i
5487	5754	249	假樂	249.1	5	保右c命之	保 + 右 + 命 + 之	保 + 右 + 命 + 之	249.1.c	命	0 0 1368 0	i
5491	5758	249	假樂	249.2	3	穆穆b皇b皇	穆 + 穆 + 皇 + 皇	穆 + 穆 + 皇 + 皇	249.2.b	皇	0 0 1370 1370	a
5492	5760	249	假樂	249.2	5	宜君宜b王	宜 + 君 + 宜 + 王	宜 + 君 + 宜 + 王	249.2.b	王	0 0 0 1370	a
5493	5761	249	假樂	249.2	6	不愆不b忘	不 + 愆 + 不 + 忘	不 + 愆 + 不 + 忘	249.2.b	忘	0 0 0 1370	a
5494	5762	249	假樂	249.2	7	率由舊b章	率 + 由 + 舊 + 章	率 + 由 + 舊 + 章	249.2.b	章	0 0 0 1370	a
5499	5769	249	假樂	249.3	7	受福無b疆	受 + 福 + 無 + 疆	受 + 福 + 無 + 疆	249.3.b	疆	0 0 0 1372	a
5500	5770	249	假樂	249.3	8	四方之b綱	四 + 方 + 之 + 綱	四 + 方 + 之 + 綱	249.3.b	綱	0 0 0 1372	a
5508	5778	250	公劉	250.1	2	匪居匪a康	匪 + 居 + 匪 + 康	匪 + 居 + 匪 + 康	250.1.a	康	0 0 0 1374	a
5509	5779	250	公劉	250.1	3	迺埸迺a疆	迺 + 埸 + 迺 + 疆	迺 + 埸 + 迺 + 疆	250.1.a	疆	0 0 0 1374	a
5510	5780	250	公劉	250.1	4	迺機迺a倉	迺 + 機 + 迺 + 倉	迺 + 機 + 迺 + 倉	250.1.a	倉	0 0 0 1374	a
5511	5781	250	公劉	250.1	5	迺裹餱a糧	迺 + 裹 + 餱 + 糧	迺 + 裹 + 餱 + 糧	250.1.a	糧	0 0 0 1374	a
5512	5782	250	公劉	250.1	6	于橐于a囊	于 + 橐 + 于 + 囊	于 + 橐 + 于 + 囊	250.1.a	囊	0 0 0 1374	a
5513	5783	250	公劉	250.1	7	思輯用a光	思 + 輯 + 用 + 光	思 + 輯 + 用 + 光	250.1.a	光	0 0 0 1374	a
5514	5784	250	公劉	250.1	8	弓矢斯a張	弓 + 矢 + 斯 + 張	弓 + 矢 + 斯 + 張	250.1.a	張	0 0 0 1374	a
5515	5785	250	公劉	250.1	9	干戈戚a揚	干 + 戈 + 戚 + 揚	干 + 戈 + 戚 + 揚	250.1.a	揚	0 0 0 1374	a
5516	5786	250	公劉	250.1	10	爰方啟a行	爰 + 方 + 啟 + 行	爰 + 方 + 啟 + 行	250.1.a	行	0 0 0 1374	a
5531	5801	250	公劉	250.3	5	乃覯于b京	乃 + 覯 + 于 + 京	乃 + 覯 + 于 + 京	250.3.b	京	0 0 0 1378	a
5546	5819	250	公劉	250.4	11	君之c宗之	君 + 之 + 宗 + 之	君 + 之 + 宗 + 之	250.4.c	宗	0 0 1382 0	u
5548	5821	250	公劉	250.5	2	既溥既a長	既 + 溥 + 既 + 長	既 + 溥 + 既 + 長	250.5.a	長	0 0 0 1383	a
5550	5823	250	公劉	250.5	4	相其陰a陽	相 + 其 + 陰 + 陽	相 + 其 + 陰 + 陽	250.5.a	陽	0 0 0 1383	a
5554	5827	250	公劉	250.5	8	徹田為a糧	徹 + 田 + 為 + 糧	徹 + 田 + 為 + 糧	250.5.a	糧	0 0 0 1383	a
5555	5828	250	公劉	250.5	9	度其夕a陽	度 + 其 + 夕 + 陽	度 + 其 + 夕 + 陽	250.5.a	陽	0 0 0 1383	a
5556	5829	250	公劉	250.5	10	豳居允a荒	豳 + 居 + 允 + 荒	豳 + 居 + 允 + 荒	250.5.a	荒	0 0 0 1383	a
5590	5863	252	卷阿	252.2	4	俾爾彌爾性	俾 + 爾 + 彌 + 爾 + 性	俾 + 爾 + 彌 + 爾 + 性		性	0 0 0 0 0	e
5592	5865	252	卷阿	252.3	1	爾土宇昄章	爾 + 土 + 宇 + 昄 + 章	爾 + 土 + 宇 + 昄 + 章		章	0 0 0 0 0	a
5595	5868	252	卷阿	252.3	4	俾爾彌爾性	俾 + 爾 + 彌 + 爾 + 性	俾 + 爾 + 彌 + 爾 + 性		性	0 0 0 0 0	e
5597	5870	252	卷阿	252.4	1	爾受命a長矣	爾 + 受 + 命 + 長 + 矣	爾 + 受 + 命 + 長 + 矣	252.4.a	長	0 0 0 1398 0	a
5598	5871	252	卷阿	252.4	2	茀祿爾a康矣	茀 + 祿 + 爾 + 康 + 矣	茀 + 祿 + 爾 + 康 + 矣	252.4.a	康	0 0 0 1398 0	a
5600	5873	252	卷阿	252.4	4	俾爾彌爾性	俾 + 爾 + 彌 + 爾 + 性	俾 + 爾 + 彌 + 爾 + 性		性	0 0 0 0 0	e
5601	5874	252	卷阿	252.4	5	純嘏爾a常矣	純 + 嘏 + 爾 + 常 + 矣	純 + 嘏 + 爾 + 常 + 矣	252.4.a	常	0 0 0 1398 0	a
5607	5880	252	卷阿	252.6	1	顒顒a卬a卬	顒 + 顒 + 卬 + 卬	顒 + 顒 + 卬 + 卬	252.6.a	卬	0 0 1400 1400	a
5608	5882	252	卷阿	252.6	3	如圭如a璋	如 + 圭 + 如 + 璋	如 + 圭 + 如 + 璋	252.6.a	璋	0 0 0 1400	a
5609	5883	252	卷阿	252.6	4	令聞令a望	令 + 聞 + 令 + 望	令 + 聞 + 令 + 望	252.6.a	望	0 0 0 1400	a
5611	5885	252	卷阿	252.6	6	四方為a綱	四 + 方 + 為 + 綱	四 + 方 + 為 + 綱	252.6.a	綱	0 0 0 1400	a
5622	5902	252	卷阿	252.8	8	維君子b命	維 + 君 + 子 + 命	維 + 君 + 子 + 命	252.8.b	命	0 0 0 1402	i
5623	5903	252	卷阿	252.8	9	媚于庶b人	媚 + 于 + 庶 + 人	媚 + 于 + 庶 + 人	252.8.b	人	0 0 0 1402	i
5624	5904	252	卷阿	252.9	1	鳳凰a鳴矣	鳳 + 凰 + 鳴 + 矣	鳳 + 凰 + 鳴 + 矣	252.9.a	鳴	0 0 1403 0	e
5626	5906	252	卷阿	252.9	3	梧桐a生矣	梧 + 桐 + 生 + 矣	梧 + 桐 + 生 + 矣	252.9.a	生	0 0 1403 0	e
5627	5907	252	卷阿	252.9	4	于彼朝b陽	于 + 彼 + 朝 + 陽	于 + 彼 + 朝 + 陽	252.9.b	陽	0 0 0 1404	a
5637	5919	253	民勞	253.1	2	汔可小a康	汔 + 可 + 小 + 康	汔 + 可 + 小 + 康	253.1.a	康	0 0 0 1408	a
5639	5921	253	民勞	253.1	4	以綏四a方	以 + 綏 + 四 + 方	以 + 綏 + 四 + 方	253.1.a	方	0 0 0 1408	a
5641	5923	253	民勞	253.1	6	以謹無a良	以 + 謹 + 無 + 良	以 + 謹 + 無 + 良	253.1.a	良	0 0 0 1408	a
5643	5925	253	民勞	253.1	8	憯不畏a明	憯 + 不 + 畏 + 明	憯 + 不 + 畏 + 明	253.1.a	明	0 0 0 1408	a
5645	5927	253	民勞	253.1	10	以定我a王	以 + 定 + 我 + 王	以 + 定 + 我 + 王	253.1.a	王	0 0 0 1408	a
5726	6013	254	板	254.6	1	天之牖民	天 + 之 + 牖 + 民	天 + 之 + 牖 + 民		民	0 0 0 0	i
5736	6023	254	板	254.7	3	大邦維b屏	大 + 邦 + 維 + 屏	大 + 邦 + 維 + 屏	254.7.b	屏	0 0 0 1424	e
5738	6025	254	板	254.7	5	懷德維b寧	懷 + 德 + 維 + 寧	懷 + 德 + 維 + 寧	254.7.b	寧	0 0 0 1424	e
5739	6026	254	板	254.7	6	宗子維b城	宗 + 子 + 維 + 城	宗 + 子 + 維 + 城	254.7.b	城	0 0 0 1424	e
5746	6033	254	板	254.8	5	昊天曰c明	昊 + 天 + 曰 + 明	昊 + 天 + 曰 + 明	254.8.c	明	0 0 0 1428	a
5747	6034	254	板	254.8	6	及爾出c王	及 + 爾 + 出 + 王	及 + 爾 + 出 + 王	254.8.c	王	0 0 0 1428	a
5754	6041	255	蕩	255.1	5	天生烝民	天 + 生 + 烝 + 民	天 + 生 + 烝 + 民		民	0 0 0 0	i
5759	6046	255	蕩	255.2	2	咨女殷商	咨 + 女 + 殷 + 商	咨 + 女 + 殷 + 商		商	0 0 0 0	a
5767	6054	255	蕩	255.3	2	咨女殷商	咨 + 女 + 殷 + 商	咨 + 女 + 殷 + 商		商	0 0 0 0	a
5775	6062	255	蕩	255.4	2	咨女殷商	咨 + 女 + 殷 + 商	咨 + 女 + 殷 + 商		商	0 0 0 0	a
5780	6067	255	蕩	255.4	7	爾德不b明	爾 + 德 + 不 + 明	爾 + 德 + 不 + 明	255.4.b	明	0 0 0 1436	a
5781	6068	255	蕩	255.4	8	以無陪無b卿	以 + 無 + 陪 + 無 + 卿	以 + 無 + 陪 + 無 + 卿	255.4.b	卿	0 0 0 0 1436	a
5783	6070	255	蕩	255.5	2	咨女殷商	咨 + 女 + 殷 + 商	咨 + 女 + 殷 + 商		商	0 0 0 0	a
5791	6078	255	蕩	255.6	2	咨女殷a商	咨 + 女 + 殷 + 商	咨 + 女 + 殷 + 商	255.6.a	商	0 0 0 1439	a
5793	6080	255	蕩	255.6	4	如沸如a羹	如 + 沸 + 如 + 羹	如 + 沸 + 如 + 羹	255.6.a	羹	0 0 0 1439	a
5794	6081	255	蕩	255.6	5	小大近a喪	小 + 大 + 近 + 喪	小 + 大 + 近 + 喪	255.6.a	喪	0 0 0 1439	a
5795	6082	255	蕩	255.6	6	人尚乎由a行	人 + 尚 + 乎 + 由 + 行	人 + 尚 + 乎 + 由 + 行	255.6.a	行	0 0 0 0 1439	a
5797	6084	255	蕩	255.6	8	覃及鬼a方	覃 + 及 + 鬼 + 方	覃 + 及 + 鬼 + 方	255.6.a	方	0 0 0 1439	a
5799	6086	255	蕩	255.7	2	咨女殷商	咨 + 女 + 殷 + 商	咨 + 女 + 殷 + 商		商	0 0 0 0	a
5802	6089	255	蕩	255.7	5	雖無老成人	雖 + 無 + 老 + 成 + 人	雖 + 無 + 老 + 成 + 人		人	0 0 0 0 0	i
5803	6090	255	蕩	255.7	6	尚有典b刑	尚 + 有 + 典 + 刑	尚 + 有 + 典 + 刑	255.7.b	刑	0 0 0 1441	e
5804	6091	255	蕩	255.7	7	曾是莫b聽	曾 + 是 + 莫 + 聽	曾 + 是 + 莫 + 聽	255.7.b	聽	0 0 0 1441	e
5805	6092	255	蕩	255.7	8	大命以b傾	大 + 命 + 以 + 傾	大 + 命 + 以 + 傾	255.7.b	傾	0 0 0 1441	e
5807	6094	255	蕩	255.8	2	咨女殷商	咨 + 女 + 殷 + 商	咨 + 女 + 殷 + 商		商	0 0 0 0	a
5822	6109	256	抑	256.2	1	無競維人	無 + 競 + 維 + 人	無 + 競 + 維 + 人		人	0 0 0 0	i
5824	6111	256	抑	256.2	3	有覺德行	有 + 覺 + 德 + 行	有 + 覺 + 德 + 行		行	0 0 0 0	a
5826	6113	256	抑	256.2	5	訏謨定命	訏 + 謨 + 定 + 命	訏 + 謨 + 定 + 命		命	0 0 0 0	i
5831	6118	256	抑	256.3	2	興迷亂于a政	興 + 迷 + 亂 + 于 + 政	興 + 迷 + 亂 + 于 + 政	256.3.a	政	0 0 0 0 1447	e
5834	6121	256	抑	256.3	5	女雖湛樂從	女 + 雖 + 湛 + 樂 + 從	女 + 雖 + 湛 + 樂 + 從		從	0 0 0 0 0	o
5836	6123	256	抑	256.3	7	罔敷求先王	罔 + 敷 + 求 + 先 + 王	罔 + 敷 + 求 + 先 + 王		王	0 0 0 0 0	a
5837	6124	256	抑	256.3	8	克共明a刑	克 + 共 + 明 + 刑	克 + 共 + 明 + 刑	256.3.a	刑	0 0 0 1447	e
5838	6125	256	抑	256.4	1	肆皇天弗a尚	肆 + 皇 + 天 + 弗 + 尚	肆 + 皇 + 天 + 弗 + 尚	256.4.a	尚	0 0 0 0 1449	a
5840	6127	256	抑	256.4	3	無淪胥以a亡	無 + 淪 + 胥 + 以 + 亡	無 + 淪 + 胥 + 以 + 亡	256.4.a	亡	0 0 0 0 1449	a
5843	6130	256	抑	256.4	6	維民之a章	維 + 民 + 之 + 章	維 + 民 + 之 + 章	256.4.a	章	0 0 0 1449	a
5845	6132	256	抑	256.4	8	弓矢戎a兵	弓 + 矢 + 戎 + 兵	弓 + 矢 + 戎 + 兵	256.4.a	兵	0 0 0 1449	a
5847	6134	256	抑	256.4	10	用逖蠻a方	用 + 逖 + 蠻 + 方	用 + 逖 + 蠻 + 方	256.4.a	方	0 0 0 1449	a
5848	6135	256	抑	256.5	1	質爾人民	質 + 爾 + 人 + 民	質 + 爾 + 人 + 民		民	0 0 0 0	i
5866	6153	256	抑	256.6	9	子孫d繩d繩	子 + 孫 + 繩 + 繩	子 + 孫 + 繩 + 繩	256.6.d	繩	0 0 1457 1457	ə
